Date,Open,High,Low,Adj Close*
2010/12/29,10250,10365,10250,10310
2010/12/30,10310,10315,10150,10195
2010/12/31,10200,10210,10125,10210
2011/1/3,10210,10350,10195,10335
2011/1/4,10355,10420,10310,10395
2011/1/5,10390,10525,10330,10505
2011/1/6,10495,10555,10465,10495
2011/1/7,10490,10560,10420,10475
2011/1/10,10500,10515,10365,10445
2011/1/11,10445,10580,10435,10555
2011/1/12,10545,10635,10505,10595
2011/1/13,10605,10625,10550,10565
2011/1/14,10595,10600,10465,10575
2011/1/18,10575,10580,10450,10575
2011/1/19,10590,10610,10425,10455
2011/1/20,10460,10505,10395,10480
2011/1/21,10495,10505,10255,10305
2011/1/24,10300,10400,10280,10395
2011/1/25,10410,10485,10340,10425
2011/1/26,10420,10465,10395,10440
2011/1/27,10435,10520,10415,10500
2011/1/28,10490,10500,10200,10220
2011/1/31,10220,10290,10170,10250
2011/2/1,10240,10375,10220,10325
2011/2/2,10325,10500,10320,10450
2011/2/3,10440,10525,10410,10495
2011/2/4,10500,10635,10495,10630
2011/2/7,10635,10675,10570,10645
2011/2/8,10630,10685,10610,10680
2011/2/9,10675,10695,10560,10625
2011/2/10,10620,10680,10545,10660
2011/2/11,10660,10725,10575,10705
2011/2/14,10685,10765,10670,10735
2011/2/15,10730,10775,10710,10750
2011/2/16,10755,10900,10730,10865
2011/2/17,10865,10885,10805,10855
2011/2/18,10835,10870,10810,10845
2011/2/22,10865,10870,10505,10530
2011/2/23,10520,10665,10440,10545
2011/2/24,10550,10560,10330,10425
2011/2/25,10435,10565,10430,10550
2011/2/28,10545,10705,10450,10675
2011/3/1,10675,10785,10595,10600
2011/3/2,10595,10635,10475,10510
2011/3/3,10515,10735,10515,10720
2011/3/4,10725,10770,10555,10640
2011/3/7,10635,10640,10425,10450
2011/3/8,10445,10620,10445,10570
2011/3/9,10575,10660,10515,10560
2011/3/10,10555,10565,10335,10345
2011/3/11,10295,10315,9895,9975
2011/3/14,9820,9820,9130,9375
2011/3/15,9380,9385,8375,8945
2011/3/16,8900,8970,8900,8530
2011/3/17,8520,9015,8215,8875
2011/3/18,8895,9290,8810,9215
2011/3/21,9245,9550,9245,9505
2011/3/22,9480,9480,9480,9555
2011/3/23,9480,9480,9480,9415
2011/3/24,9415,9550,9305,9530
2011/3/25,9520,9550,9390,9400
2011/3/28,9370,9480,9330,9355
2011/3/29,9350,9510,9320,9500
2011/3/30,9500,9810,9480,9770
2011/3/31,9775,9790,9665,9720
2011/4/1,9695,9835,9690,9805
2011/4/4,9775,9810,9700,9730
2011/4/5,9750,9750,9570,9650
2011/4/6,9650,9730,9570,9655
2011/4/7,9650,9690,9405,9505
2011/4/8,9465,9815,9465,9720
2011/4/11,9755,9785,9605,9635
2011/4/12,9640,9640,9485,9500
2011/4/13,9505,9670,9490,9580
2011/4/14,9600,9680,9550,9620
2011/4/15,9630,9655,9550,9590
2011/4/18,9590,9605,9365,9490
2011/4/19,9485,9510,9395,9500
2011/4/20,9515,9705,9510,9680
2011/4/21,9710,9730,9645,9650
2011/4/26,9670,9685,9540,9625
2011/4/27,9620,9765,9615,9730
2011/4/28,9750,9950,9720,9930
2011/4/29,9920,9965,9885,9935
2011/5/2,9935,10045,9930,9980
2011/5/3,9960,9985,9870,9935
2011/5/4,9920,9950,9805,9845
2011/5/5,9855,9895,9680,9765
2011/5/6,9770,9930,9750,9785
2011/5/9,9760,9895,9760,9785
2011/5/10,9790,9920,9760,9905
2011/5/11,9915,9940,9715,9775
2011/5/12,9770,9840,9655,9770
2011/5/13,9760,9770,9550,9590
2011/5/16,9575,9625,9515,9520
2011/5/17,9505,9615,9495,9600
2011/5/18,9615,9720,9590,9705
2011/5/19,9700,9725,9595,9625
2011/5/20,9630,9670,9525,9530
2011/5/23,9530,9540,9380,9410
2011/5/24,9420,9535,9385,9475
2011/5/25,9485,9530,9415,9480
2011/5/26,9475,9570,9460,9550
2011/5/27,9565,9590,9485,9490
2011/5/31,9490,9750,9450,9735
2011/6/1,9740,9745,9555,9560
2011/6/2,9550,9585,9505,9560
2011/6/3,9575,9605,9435,9455
2011/6/6,9440,9490,9330,9360
2011/6/7,9350,9495,9350,9415
2011/6/8,9410,9465,9385,9385
2011/6/9,9390,9565,9380,9540
2011/6/10,9520,9620,9395,9420
2011/6/13,9415,9465,9385,9420
2011/6/14,9430,9620,9420,9605
2011/6/15,9600,9610,9440,9475
2011/6/16,9470,9485,9340,9405
2011/6/17,9410,9445,9300,9365
2011/6/20,9365,9430,9325,9430
2011/6/21,9420,9550,9380,9525
2011/6/22,9525,9645,9515,9555
2011/6/23,9555,9645,9495,9580
2011/6/24,9580,9710,9580,9600
2011/6/27,9605,9680,9565,9665
2011/6/28,9680,9770,9630,9765
2011/6/29,9760,9860,9735,9855
2011/6/30,9855,9925,9785,9890
2011/7/1,9885,10005,9835,9985
2011/7/5,9985,10015,9940,10005
2011/7/6,10000,10085,9970,10050
2011/7/7,10060,10205,10020,10195
2011/7/8,10230,10230,10000,10045
2011/7/11,10035,10110,9865,9910
2011/7/12,9900,9970,9780,9810
2011/7/13,9815,10015,9800,9930
2011/7/14,9905,10000,9875,9920
2011/7/15,9935,10015,9910,10005
2011/7/18,9985,10050,9715,9865
2011/7/19,9880,10005,9870,9995
2011/7/20,10010,10060,9990,10055
2011/7/21,10045,10120,9970,10105
2011/7/22,10105,10170,10080,10135
2011/7/25,10085,10115,10040,10070
2011/7/26,10060,10130,10045,10055
2011/7/27,10060,10065,9900,9910
2011/7/28,9915,9960,9850,9855
2011/7/29,9865,9910,9745,9820
2011/8/1,9860,10035,9735,9815
2011/8/2,9820,9880,9655,9655
2011/8/3,9660,9685,9515,9655
2011/8/4,9670,9765,9280,9280
2011/8/5,9300,9445,9105,9325
2011/8/8,9175,9250,8700,8720
2011/8/9,8740,9150,8655,9110
2011/8/10,9165,9195,8730,8800
2011/8/11,8775,9135,8730,9070
2011/8/12,9085,9130,8850,9040
2011/8/15,9040,9155,9030,9135
2011/8/16,9125,9145,8985,9060
2011/8/17,9065,9110,8995,9040
2011/8/18,9015,9040,8665,8760
2011/8/19,8755,8790,8590,8630
2011/8/22,8650,8775,8590,8670
2011/8/23,8665,8850,8625,8835
2011/8/24,8835,8845,8625,8760
2011/8/25,8750,8865,8710,8745
2011/8/26,8735,8815,8630,8795
2011/8/29,8805,8960,8755,8945
2011/8/30,8945,8995,8870,8905
2011/8/31,8885,9085,8865,9030
2011/9/1,9025,9095,8980,8995
2011/9/2,8990,9015,8800,8825
2011/9/6,8795,8840,8590,8730
2011/9/7,8725,8875,8705,8870
2011/9/8,8875,8880,8745,8785
2011/9/9,8735,8745,8440,8495
2011/9/12,8475,8520,8375,8515
2011/9/13,8500,8600,8455,8590
2011/9/14,8585,8665,8435,8575
2011/9/15,8590,8740,8550,8730
2011/9/16,8735,8840,8715,8815
2011/9/19,8785,8785,8615,8690
2011/9/20,8680,8735,8620,8630
2011/9/21,8640,8710,8525,8530
2011/9/22,8515,8570,8270,8375
2011/9/23,8390,8485,8270,8445
2011/9/26,8400,8505,8265,8465
2011/9/27,8465,8720,8425,8625
2011/9/28,8615,8690,8545,8560
2011/9/29,8555,8775,8505,8730
2011/9/30,8740,8760,8560,8570
2011/10/3,8555,8600,8375,8380
2011/10/4,8385,8555,8330,8530
2011/10/5,8540,8545,8355,8515
2011/10/6,8520,8610,8480,8590
2011/10/7,8620,8670,8560,8600
2011/10/10,8600,8800,8600,8790
2011/10/11,8775,8805,8715,8745
2011/10/12,8730,8910,8695,8815
2011/10/13,8820,8855,8745,8795
2011/10/14,8790,8880,8735,8870
2011/10/17,8890,8955,8765,8795
2011/10/18,8780,8890,8685,8870
2011/10/19,8855,8860,8720,8755
2011/10/20,8755,8760,8640,8690
2011/10/21,8695,8750,8660,8745
2011/10/24,8745,8850,8720,8840
2011/10/25,8855,8870,8675,8700
2011/10/26,8700,8800,8650,8790
2011/10/27,8790,9085,8735,9045
2011/10/28,9045,9095,8995,9060
2011/10/31,9055,9160,8845,8885
2011/11/1,8885,8945,8675,8765
2011/11/2,8750,8755,8605,8705
2011/11/3,8705,8815,8555,8790
2011/11/4,8790,8815,8705,8735
2011/11/7,8750,8815,8685,8785
2011/11/8,8795,8800,8645,8760
2011/11/9,8755,8765,8540,8595
2011/11/10,8595,8595,8465,8530
2011/11/11,8530,8615,8465,8595
2011/11/14,8625,8665,8535,8575
2011/11/15,8560,8595,8490,8545
2011/11/16,8550,8565,8390,8390
2011/11/17,8390,8490,8355,8385
2011/11/18,8390,8455,8365,8390
2011/11/21,8380,8380,8225,8265
2011/11/22,8265,8355,8250,8265
2011/11/23,8255,8290,8135,8150
2011/11/25,8155,8215,8105,8120
2011/11/28,8190,8415,8190,8390
2011/11/29,8390,8500,8355,8445
2011/11/30,8435,8660,8365,8645
2011/12/1,8655,8675,8560,8590
2011/12/2,8590,8750,8590,8650
2011/12/5,8690,8730,8645,8665
2011/12/6,8660,8670,8545,8590
2011/12/7,8595,8730,8585,8710
2011/12/8,8710,8710,8500,8535
2011/12/9,8510,8650,8495,8645
2011/12/12,8650,8670,8490,8545
2011/12/13,8545,8610,8445,8500
2011/12/14,8500,8520,8410,8420
2011/12/15,8420,8435,8365,8405
2011/12/16,8400,8445,8345,8355
2011/12/19,8355,8360,8265,8280
2011/12/20,8280,8485,8280,8460
2011/12/21,8465,8495,8380,8455
2011/12/22,8455,8495,8375,8485
2011/12/23,8480,8550,8470,8540
2011/12/27,8460,8470,8430,8445
2011/12/28,8445,8460,8350,8370
2011/12/29,8370,8450,8335,8445
2011/12/30,8440,8470,8400,8405
2012/1/3,8565,8585,8525,8560
2012/1/4,8565,8575,8490,8520
2012/1/5,8520,8525,8445,8490
2012/1/6,8485,8505,8340,8345
2012/1/9,8330,8390,8290,8345
2012/1/10,8350,8475,8350,8440
2012/1/11,8445,8460,8405,8445
2012/1/12,8420,8445,8360,8410
2012/1/13,8415,8510,8410,8460
2012/1/17,8455,8505,8345,8475
2012/1/18,8480,8620,8445,8585
2012/1/19,8590,8735,8575,8715
2012/1/20,8720,8790,8710,8775
2012/1/23,8765,8810,8740,8795
2012/1/24,8800,8815,8755,8815
2012/1/25,8820,8900,8815,8870
2012/1/26,8875,8915,8830,8860
2012/1/27,8860,8880,8795,8825
2012/1/30,8820,8835,8740,8760
2012/1/31,8750,8835,8750,8800
2012/2/1,8795,8900,8770,8845
2012/2/2,8855,8900,8850,8865
2012/2/3,8865,8945,8820,8910
2012/2/6,8920,8945,8875,8910
2012/2/7,8910,8960,8890,8940
2012/2/8,8945,9005,8940,9000
2012/2/9,8985,9045,8940,9030
2012/2/10,9025,9030,8895,8940
2012/2/13,8960,9025,8940,9015
2012/2/14,9025,9110,8965,9100
2012/2/15,9100,9305,9100,9235
2012/2/16,9235,9380,9210,9370
2012/2/17,9365,9495,9365,9480
2012/2/21,9510,9570,9425,9480
2012/2/22,9475,9605,9435,9570
2012/2/23,9570,9615,9515,9600
2012/2/24,9600,9745,9575,9705
2012/2/27,9720,9745,9475,9590
2012/2/28,9590,9825,9530,9785
2012/2/29,9790,9870,9710,9755
2012/3/1,9755,9870,9640,9790
2012/3/2,9795,9815,9735,9810
2012/3/5,9810,9810,9625,9720
2012/3/6,9715,9735,9495,9535
2012/3/7,9520,9675,9515,9650
2012/3/8,9650,9890,9620,9880
2012/3/9,9820,9980,9780,9950
2012/3/12,9980,9980,9805,9865
2012/3/13,9875,10035,9815,10015
2012/3/14,10010,10075,9985,10030
2012/3/15,10020,10090,10000,10025
2012/3/16,10025,10120,10025,10035
2012/3/19,10040,10100,10000,10075
2012/3/20,10085,10110,9975,10045
2012/3/21,10020,10065,9985,10000
2012/3/22,10000,10065,9910,9935
2012/3/23,9930,9960,9845,9935
2012/3/26,9965,10050,9940,10050
2012/3/27,10095,10195,10055,10130
2012/3/28,10135,10210,10085,10130
2012/3/29,10150,10165,10020,10100
2012/3/30,10090,10175,10050,10165
2012/4/2,10185,10205,10040,10100
2012/4/3,10165,10185,10010,10070
2012/4/4,10090,10090,9695,9750
2012/4/5,9740,9815,9640,9715
2012/4/6,9725,9745,9510,9715
2012/4/9,9530,9620,9515,9565
2012/4/10,9565,9655,9345,9360
2012/4/11,9360,9540,9360,9500
2012/4/12,9505,9615,9460,9600
2012/4/13,9595,9690,9525,9530
2012/4/16,9520,9540,9435,9470
2012/4/17,9475,9620,9440,9600
2012/4/18,9605,9690,9590,9600
2012/4/19,9605,9665,9515,9560
2012/4/20,9570,9620,9535,9600
2012/4/23,9585,9645,9400,9450
2012/4/24,9465,9540,9425,9530
2012/4/25,9545,9610,9540,9595
2012/4/26,9605,9635,9505,9605
2012/4/27,9610,9700,9455,9525
2012/4/30,9550,9565,9410,9460
2012/5/1,9465,9470,9290,9375
2012/5/2,9390,9425,9295,9340
2012/5/3,9350,9360,9235,9250
2012/5/4,9250,9275,9140,9150
2012/5/7,9120,9235,9070,9205
2012/5/8,9205,9215,9035,9100
2012/5/9,9100,9110,8940,8990
2012/5/10,8975,9095,8965,9060
2012/5/11,9040,9055,8935,8965
2012/5/14,8930,9030,8865,8865
2012/5/15,8845,8960,8835,8845
2012/5/16,8850,8885,8720,8755
2012/5/17,8760,8875,8665,8680
2012/5/18,8680,8715,8540,8555
2012/5/21,8565,8715,8540,8695
2012/5/22,8700,8790,8690,8745
2012/5/23,8750,8750,8480,8595
2012/5/24,8590,8620,8500,8585
2012/5/25,8590,8625,8550,8570
2012/5/29,8590,8670,8515,8655
2012/5/30,8655,8665,8485,8500
2012/5/31,8495,8565,8435,8485
2012/6/1,8475,8490,8245,8255
2012/6/4,8245,8375,8210,8335
2012/6/5,8335,8475,8310,8455
2012/6/6,8440,8680,8415,8665
2012/6/7,8665,8710,8590,8630
2012/6/8,8630,8660,8385,8515
2012/6/11,8580,8720,8450,8465
2012/6/12,8455,8570,8435,8565
2012/6/13,8565,8600,8495,8530
2012/6/14,8525,8605,8495,8580
2012/6/15,8595,8630,8535,8610
2012/6/18,8690,8750,8635,8680
2012/6/19,8700,8730,8620,8695
2012/6/20,8695,8815,8695,8785
2012/6/21,8790,8885,8725,8740
2012/6/22,8730,8830,8700,8830
2012/6/25,8825,8840,8615,8640
2012/6/26,8625,8705,8600,8690
2012/6/27,8690,8805,8645,8785
2012/6/28,8795,8880,8775,8835
2012/6/29,8840,9115,8795,9105
2012/7/2,9130,9140,8985,9035
2012/7/3,9035,9150,9010,9145
2012/7/5,9150,9155,9035,9065
2012/7/6,9065,9070,8930,8995
2012/7/9,8980,8980,8850,8920
2012/7/10,8905,8965,8815,8835
2012/7/11,8835,8880,8790,8865
2012/7/12,8865,8875,8650,8700
2012/7/13,8705,8815,8670,8800
2012/7/16,8800,8820,8690,8735
2012/7/17,8730,8805,8715,8780
2012/7/18,8775,8795,8715,8775
2012/7/19,8785,8830,8770,8800
2012/7/20,8805,8810,8595,8610
2012/7/23,8585,8600,8410,8465
2012/7/24,8475,8505,8365,8390
2012/7/25,8375,8440,8325,8410
2012/7/26,8410,8560,8360,8530
2012/7/27,8530,8730,8510,8685
2012/7/30,8690,8705,8585,8620
2012/7/31,8620,8730,8575,8595
2012/8/1,8600,8680,8575,8670
2012/8/2,8665,8700,8500,8565
2012/8/3,8575,8700,8510,8675
2012/8/6,8675,8780,8670,8740
2012/8/7,8730,8940,8710,8880
2012/8/8,8880,8960,8825,8880
2012/8/9,8885,8995,8850,8955
2012/8/10,8955,8965,8835,8925
2012/8/13,8915,8930,8860,8885
2012/8/14,8890,8990,8875,8940
2012/8/15,8940,8955,8860,8935
2012/8/16,8940,9140,8935,9125
2012/8/17,9150,9235,9090,9215
2012/8/20,9205,9230,9150,9190
2012/8/21,9195,9245,9145,9155
2012/8/22,9145,9165,9035,9075
2012/8/23,9075,9200,9060,9080
2012/8/24,9080,9115,9010,9115
2012/8/27,9135,9155,9075,9100
2012/8/28,9095,9130,8985,9045
2012/8/29,9040,9095,9040,9065
2012/8/30,9065,9070,8905,8915
2012/8/31,8920,8930,8820,8890
2012/9/4,8880,8890,8720,8795
2012/9/5,8800,8800,8635,8695
2012/9/6,8685,8865,8650,8850
2012/9/7,8850,8935,8810,8875
2012/9/10,8870,8880,8805,8815
2012/9/11,8810,8845,8775,8810
2012/9/12,8810,8995,8795,8945
2012/9/13,8960,9110,8935,9060
2012/9/14,9015,9205,9015,9180
2012/9/17,9170,9200,9120,9145
2012/9/18,9125,9165,9030,9105
2012/9/19,9105,9215,9075,9125
2012/9/20,9135,9145,8975,9035
2012/9/21,9040,9090,9020,9035
2012/9/24,9030,9030,8940,8985
2012/9/25,8985,9050,8945,8960
2012/9/26,8950,8960,8830,8865
2012/9/27,8865,8985,8850,8960
2012/9/28,8960,9000,8815,8860
2012/10/1,8850,8870,8760,8810
2012/10/2,8815,8840,8760,8790
2012/10/3,8795,8810,8730,8790
2012/10/4,8790,8885,8745,8845
2012/10/5,8850,8945,8800,8895
2012/10/8,8895,8910,8775,8800
2012/10/9,8805,8850,8670,8675
2012/10/10,8675,8680,8545,8550
2012/10/11,8550,8635,8515,8580
2012/10/12,8575,8595,8525,8545
2012/10/15,8545,8660,8495,8645
2012/10/16,8635,8805,8635,8785
2012/10/17,8785,8885,8755,8865
2012/10/18,8860,9000,8855,8970
2012/10/19,8960,9020,8845,8850
2012/10/22,8855,9070,8840,9065
2012/10/23,9080,9085,8875,8910
2012/10/24,8915,9045,8895,8965
2012/10/25,8955,9120,8955,9075
2012/10/26,9080,9085,8905,8965
2012/10/29,8975,8990,8880,8925
2012/10/30,8925,9005,8820,8915
2012/10/31,8900,8985,8895,8920
2012/11/1,8925,9060,8605,9055
2012/11/2,9055,9100,9005,9005
2012/11/5,8990,9045,8970,9015
2012/11/6,9015,9065,8960,9045
2012/11/7,9060,9060,8815,8850
2012/11/8,8850,8890,8735,8760
2012/11/9,8780,8790,8655,8750
2012/11/12,8740,8750,8670,8710
2012/11/13,8715,8725,8620,8655
2012/11/14,8675,8785,8660,8675
2012/11/15,8675,8890,8675,8875
2012/11/16,8870,9095,8860,9090
2012/11/19,9095,9225,9095,9220
2012/11/20,9200,9220,9090,9215
2012/11/21,9205,9335,9165,9325
2012/11/23,9325,9455,9310,9430
2012/11/26,9430,9490,9345,9395
2012/11/27,9385,9455,9350,9365
2012/11/28,9365,9405,9215,9345
2012/11/29,9345,9475,9335,9460
2012/11/30,9450,9530,9380,9495
2012/12/3,9500,9525,9435,9440
2012/12/4,9455,9460,9390,9405
2012/12/5,9390,9540,9375,9510
2012/12/6,9510,9565,9500,9540
2012/12/7,9550,9570,9465,9545
2012/12/10,9545,9595,9475,9535
2012/12/11,9525,9595,9495,9590
2012/12/12,9590,9725,9570,9670
2012/12/13,9665,9790,9665,9750
2012/12/14,9740,9770,9675,9755
2012/12/17,9790,9960,9760,9860
2012/12/18,9875,10055,9840,10030
2012/12/19,10055,10190,10010,10140
2012/12/20,10120,10180,10010,10170
2012/12/21,10175,10175,9920,10095
2012/12/24,10070,10155,10065,10145
2012/12/26,10310,10370,10305,10330
2012/12/27,10350,10435,10310,10405
2012/12/28,10430,10455,10340,10350
2012/12/31,10340,10550,10315,10545
2013/1/2,10755,10870,10695,10850
2013/1/3,10850,10875,10710,10765
2013/1/4,10770,10805,10650,10760
2013/1/7,10760,10780,10540,10620
2013/1/8,10605,10610,10370,10425
2013/1/9,10410,10635,10390,10630
2013/1/10,10635,10805,10625,10775
2013/1/11,10815,10920,10745,10910
2013/1/14,10920,11005,10910,10980
2013/1/15,10960,10970,10765,10865
2013/1/16,10870,10870,10465,10635
2013/1/17,10640,10895,10425,10860
2013/1/18,10865,10985,10800,10965
2013/1/22,10955,10990,10545,10650
2013/1/23,10660,10660,10430,10510
2013/1/24,10490,10830,10440,10825
2013/1/25,10820,11070,10810,10970
2013/1/28,10970,11020,10725,10780
2013/1/29,10760,10940,10725,10905
2013/1/30,10910,11185,10900,11080
2013/1/31,11060,11140,11005,11135
2013/2/1,11155,11325,11115,11280
2013/2/4,11295,11330,11110,11140
2013/2/5,11115,11275,11015,11265
2013/2/6,11275,11500,11265,11410
2013/2/7,11420,11450,11220,11330
2013/2/8,11325,11330,11035,11145
2013/2/11,11140,11510,11130,11395
2013/2/12,11475,11480,11310,11380
2013/2/13,11345,11365,11195,11315
2013/2/14,11300,11360,11210,11225
2013/2/15,11215,11340,11060,11315
2013/2/19,11375,11455,11325,11425
2013/2/20,11420,11555,11400,11415
2013/2/21,11400,11435,11190,11270
2013/2/22,11280,11510,11170,11500
2013/2/25,11565,11685,11100,11185
2013/2/26,11255,11520,11255,11375
2013/2/27,11395,11470,11220,11445
2013/2/28,11440,11640,11420,11520
2013/3/1,11505,11740,11455,11715
2013/3/4,11705,11765,11620,11750
2013/3/5,11745,11850,11670,11830
2013/3/6,11850,12100,11805,12085
2013/3/7,12075,12170,11950,12135
2013/3/8,12060,12400,12015,12345
2013/3/11,12230,12360,12210,12350
2013/3/12,12350,12390,12140,12150
2013/3/13,12165,12295,12145,12260
2013/3/14,12260,12415,12185,12370
2013/3/15,12370,12490,12340,12395
2013/3/18,12310,12385,12150,12345
2013/3/19,12325,12440,12280,12380
2013/3/20,12365,12620,12320,12580
2013/3/21,12580,12610,12405,12445
2013/3/22,12435,12460,12265,12410
2013/3/25,12405,12545,12270,12390
2013/3/26,12350,12495,12340,12470
2013/3/27,12465,12535,12370,12490
2013/3/28,12490,12495,12280,12415
2013/4/1,12425,12445,12020,12060
2013/4/2,12040,12195,11815,12170
2013/4/3,12165,12380,12135,12185
2013/4/4,12200,13040,12080,13015
2013/4/5,13015,13240,12750,13090
2013/4/8,13190,13440,13095,13430
2013/4/9,13440,13440,13135,13300
2013/4/10,13305,13515,13185,13515
2013/4/11,13510,13545,13380,13495
2013/4/12,13505,13530,13315,13380
2013/4/15,13335,13405,12945,13010
2013/4/16,12965,13410,12950,13325
2013/4/17,13345,13440,13140,13270
2013/4/18,13280,13385,13200,13275
2013/4/19,13275,13610,13200,13600
2013/4/22,13620,13645,13500,13595
2013/4/23,13585,13770,13480,13745
2013/4/24,13735,13950,13685,13915
2013/4/25,13910,14050,13840,13985
2013/4/26,13990,14010,13765,13795
2013/4/29,13805,13890,13720,13850
2013/4/30,13850,13925,13785,13855
2013/5/1,13850,13850,13740,13770
2013/5/2,13770,13895,13640,13860
2013/5/3,13855,14215,13855,14165
2013/5/6,14160,14235,14155,14195
2013/5/7,14170,14255,14065,14230
2013/5/8,14210,14435,14190,14370
2013/5/9,14375,14590,14185,14545
2013/5/10,14565,14795,14480,14765
2013/5/13,14765,14895,14730,14870
2013/5/14,14850,15095,14760,15065
2013/5/15,15050,15230,15005,15185
2013/5/16,15185,15200,14890,14955
2013/5/17,14975,15390,14910,15350
2013/5/20,15305,15390,15245,15320
2013/5/21,15305,15535,15270,15485
2013/5/22,15480,15995,15450,15640
2013/5/23,15695,15960,14640,14800
2013/5/24,14795,15015,13980,14305
2013/5/28,14300,14660,13675,14410
2013/5/29,14440,14555,13840,13985
2013/5/30,13970,14090,13540,13810
2013/5/31,13825,13925,13425,13455
2013/6/3,13470,13600,12925,13190
2013/6/4,13195,13715,13055,13570
2013/6/5,13570,13745,12845,12910
2013/6/6,12870,13245,12290,12700
2013/6/7,12725,13300,12520,13220
2013/6/10,13230,13720,13195,13560
2013/6/11,13620,13625,12895,12980
2013/6/12,13000,13395,12800,13000
2013/6/13,12980,13005,12385,12920
2013/6/14,12965,13060,12465,12515
2013/6/17,12485,13190,12480,12955
2013/6/18,12965,13300,12915,13210
2013/6/19,13240,13465,13065,13160
2013/6/20,13160,13285,12750,12805
2013/6/21,12800,13445,12680,13340
2013/6/24,13390,13500,12800,13020
2013/6/25,13030,13230,12750,13170
2013/6/26,13200,13240,12760,13010
2013/6/27,13010,13445,12865,13395
2013/6/28,13425,13780,13335,13700
2013/7/1,13740,14035,13565,13915
2013/7/2,13920,14310,13895,14170
2013/7/3,14190,14275,13765,14040
2013/7/5,14015,14445,13920,14420
2013/7/8,14450,14515,14065,14310
2013/7/9,14305,14490,14190,14415
2013/7/10,14435,14565,14245,14325
2013/7/11,14450,14570,14260,14525
